Title,Details
7 Bag Trends That’ll Be Everywhere in 2022,"Storing your jewelry can be an afterthought to wearing your jewelry. But your pendants and cocktail rings are still on display to you, in your home, when you're not wearing them. Now, there's a collaboration to replace a dresser-top tangle of gold and silver with something more organized and refined.Mejuri enlisted Claude Home founder Maggie Holladay to design two ceramic vessels for displaying and storing your bracelets, earrings, and rings. Nested together or placed separately, the two asymmetric marble containers are as much miniature sculptures as they are dishes for your everyday stack. They also have shades of the function-meets-art-forms seen in Claude Home's signature vases and vessels. MejuriThe collaboration is technically Mejuri's first foray into home goods. But Mejuri has dabbled outside of bijoux in the past, racking up waiting lists of 5,000-plus people for its jewelry boxes and travel sets. Plus, Noura Sakkijha, Mejuri co-founder and CEO, tells us she has always had a deep, personal interest in interiors. ""I love how a space can be transformed with the most subtle curation of elevated and multifunctional objects,"" she says. More From Harper's BAZAARAs for making a bigger move into home now, ""We have all become more introspective about our living environments and this exploration felt like the natural next step that our community had been craving,"" Sakkijha adds.Mejuri Pebble Vessel$198 at MejuriCredit: MejuriMejuri The Latest Edits$148 at MejuriCredit: MejuriMejuri Marshmallow CuffNow 35% Off$78 at MejuriCredit: MejuriMejuri Duet Ring$128 at MejuriCredit: MejuriMejuri Arch Vessel Natural StoneNow 34% OffA$198 at MejuriCredit: MejuriMejuri Engravable Tag Necklace AED375 at MejuriCredit: MejuriMejuri Rolo Chain Bracelet$275 at MejuriCredit: MejuriMejuri Bold Herringbone Chain Necklace$300 at MejuriCredit: MejuriHolladay was a ""dream partner"" for the brand, with her refined design sensibility and focus on heirloom-worthy pieces. The Claude Home founder tells BAZAAR.com the feeling was mutual—and it opened her up to a new design opportunity, translating her Instagram-famous table vessels to a smaller scale. ""The range of styles, shapes, and materials of Mejuri's collection left me with the challenge of creating something that would act as both a functional bowl and visual display vessel,"" she explains. ""Implementing my design mantra of investing in timeless pieces, the natural materiality, neutral palettes, and organic forms will never go out of style while also complementing anyone's jewelry collection."" MejuriMejuriHolladay is herself the ideal customer for her artful-yet-practical organizers: ""Before designing these pieces, I mostly laid my jewelry on top of my bedroom dresser without much thought,"" she admits. She's now considering spaces to settle them all over her home. ""While the standard place to display jewelry is in a bedroom or bathroom, these can be displayed in a living space, entry space, or dining space, which is something I have not seen before."" Shop Claude Home for Mejuri above or at mejuri.com.Halie LeSavageHalie LeSavage is the fashion commerce editor at HarpersBAZAAR.com, where she covers everything from emerging designers to viral products to must-shop sales events. Halie joins the team from Morning Brew, where she was the founding writer of its first retail newsletter, and Glamour, where she covered style. Halie has been featured as a commerce expert for several speaking engagements at brands including the NASDAQ, Shopify, and the NFL. In her spare time, Halie writes an invite-only book-recommendations newsletter, spoils her puppy, Dolly, and orders way too many products from her Bazaar stories."
Claude Home and Mejuri Created the Actual Chicest Jewelry Holders,"Lately I wonder if we’re living through a mass psychosis expressing itself through trend reporting. If it felt a year ago like anything goes—that the restrictions and trauma of the pandemic highlighted fashion and self-expression as a new outlet for freedom—increasingly it seems that there are a thousand trends happening at once. In just the past month, I have read stories about a new twist on the girlboss trend called “that girl,” a trend in which women really enjoy themselves, and a trend in which women enjoy themselves a little, plus “dinocore,” “clowncore,” and “twee.” On TikTok, trend forecasting has become the new influencer hustle, almost a trend itself; creators who can string together photographic evidence with a pithy and compelling monologue are performing a kind of competitive prophecy. And the platform’s algorithm seems to favor this sort of information sharing: the more ridiculous the prediction, the more traction it gains, and the more predictions we are fed. In the meantime, fast fashion brands like Shein have sped production to such a pace that they can both predict and reflect these trends, making them feel all the more real while we ping pong through “feels” and “vibes” with no aesthetic compass. Even runway fashion, which is supposed to move at a slower, biannual speed, has joined this rat race, as designers pack their shows with potential viral moments and styles that are replicable by anyone with a little ingenuity and a pair of scissors. The tempo of fashion makes everything feel quick, carefree, and, sometimes, unfortunately, even careless. Mostly it seems that people are doing things humans have done for most of the past century—relaxing, working hard, having martinis, not having martinis—but now we cannot resist the urge to package them into something that feels more meaningful than mere consumer choices.Jerry Lorenzo, the 44-year-old designer behind the brand Fear of God, is a man who has started many trends himself (real trends, that is). When he began his brand almost a decade ago, it was a luxury cornerstone of the hypebeast movement, which often encourages a cut-throat, product-driven style of consumerism. Lorenzo worked on an early season of Yeezy alongside then-Vetements designer Demna, and, after making T-shirts for Justin Bieber’s “Purpose” tour, helped turn merch into meaningful clothes. He was a close friend of and collaborator with the late Virgil Abloh, whose brand Off-White propelled streetwear to the forefront of fashion, and his sneakers and sweatpants remain staples in hip corridors of Los Angeles and New York. But lately, Lorenzo has been on a different kind of fashion journey. In early 2020 he collaborated with Ermenegildo Zegna’s Alessandro Sartori for a collection that shifted menswear’s inner circle’s attitude around suiting, making it feel less performative and more like a staple. And now his collections, which arrive on his own time rather than seasonally, serve a slower, even higher purpose. Today, he is releasing a new collection, his first in nearly two years. As he worked on it, he said in a video interview late last week, he asked himself of every garment, “Is this timeless?”“I do feel inundated with trends and color and graphics and so much of now,” he said. “And I want to provide a safe space for someone that wants to step outside of that, but can still step into that conversation with everyone else that’s of ‘the now’ and feel of ‘the now,’ but not have to be so on trend.” Instead, what he wants his clothing to do is help his customers “feel the confidence. I want them to feel sophisticated, but I want them to feel the freedom to be themselves and know that it’s not the trend that validates you. It’s the individual that you are.” Lorenzo calls this collection Eternal. And while the clothing is a natural progression of the easy elegance of the collections he dropped in late summer and fall of 2020, it seems quite radical, to me, to proclaim you want to defy the trend cycle and try to make something that has lasting value. It seems so obvious, to try to float above it all, and yet the intoxicating quest for relevance has made it a rare impulse. Lorenzo is almost dipping into the realm of slow fashion—of designers with far less recognizable names who rarely stage fashion shows, like the 19th-century inspired work of Paul Harnden, the simple French cottons of Casey Casey, or the heady beauty of Elena Dawson. They make clothing that is intentionally hard to find and difficult to make. Lorenzo hasn’t gone that far, of course, and he has in his corner the fact that his clothing is meant to make you feel as comfortable in a suit as you are in your favorite sweatshirt. That means it has the potential to transcend the cognoscenti customer of slow fashion brands, or perhaps convert recovering hypebeasts into cognoscenti. He is designing with incredible thoughtfulness, even integrity–almost like a novel. “I approach it like a book or a music album,” said Lorenzo of putting together collections. “I don't really approach it in terms of seasons and seasonality. I approach it like, Hey, do I have something to say? Do I have the resources to say what I wanna say in the best way?” He remains independently owned–he also has a partnership with Adidas, where he serves as the head of strategy for their basketball category—and his resources are just catching up to his point of view, as he put it. He’s been able to move 80% of his production to Italy, for example. “And so hopefully each time we have something to say, it’s better than the last thing we said.” Lorenzo, of course, isn’t the only designer to prize continual improvement over novelty. The Row’s Ashley and Mary Kate Olsen come to mind, and Lorenzo, like The Row and other influential American aesthetes, is particularly drawn, lately, to the 1980s and ’90s designs of Giorgio Armani. His cascades of beige in flowing, almost spiritually understated cuts wrote a new script for minimalism. If Prada was cerebral, edgy, and obscure, and Calvin Klein was sexy, Armani was, just as Lorenzo said, a man of confidence, whose clothing blessed its wearers with a feeling of monastic chic weightlessness. “I do feel inundated with trends and color and graphics and so much of now.”In Eternal, the cuts are generous without swamping their wearer in fabric; the tones are bones, milky beiges, and greyish whites; and nearly all the pants blur the line between a structured trouser and a cozy sweatpant. You can see how a person dressed in these clothes might calm a room of investors or subtly change the energy in a coffee shop line. “I am in fashion, and I do love to present myself a certain way,” Lorenzo mused. “But that’s always been something that is understated. It’s always been something that isn’t loud and doesn’t call for attention. As quiet as I want to be in a room, I also want to be competent, you know?” Like Armani—and again, like The Row—Lorenzo is thinking about how his clothing might provide solutions, not only to the holes in your wardrobe but to your own questions about your sense of self. How do you wear a suit, which has different proportions and fabrics than a hoodie or track pants, and still feel like yourself? “That’s what I’m always chasing, you know? How can I be always sophisticated in the way that I present myself, but honest, and relaxed and comfortable?” Lorenzo’s evolution as a designer over the past decade, from a Los Angeles DJ to a new hero in intentional clothing creation, has been one of fashion’s most interesting. By staying independent, he’s allowed himself the time to grow and explore that investors or big luxury house appointments rarely afford. Too often, a designer’s references are too readily apparent, too surface—Ralph Lauren’s Polo line, or Annie Leibowitz’s images for The Gap, or the wackadoo spirit of 1980s couture that seems to have captured the imagination of many young womenswear designers in New York. In fact, prior to his dalliance with Zegna, Lorenzo spoke about wanting to build a brand like Lauren’s. But Lorenzo has a new modesty about him, and his clothing feels intimate in a way that Lauren’s, which is much more like a worshipful encyclopedia of American style, simply cannot. We talked about how opting out of trendiness can be quite boring—depending on how many viscose trouser-wearing influencers you follow on Instagram, you might say it’s even something of a trend itself—and how he’s tweaked his pieces, and played with fabrics, to give his pieces some heart and some personality. Changing the shoulder on a jacket from a past collection to make it feel less 1980s, for example. The result is that these are real clothes, for someone who is not trying to create a look for a moment in time, but who believes fashion can improve your life in small but significant ways.Open GalleryRachel TashjianRachel Tashjian is the Fashion News Director at Harper’s Bazaar, working across print and digital platforms. Previously, she was GQ’s first fashion critic, and worked as deputy editor of GARAGE and as a writer at Vanity Fair. She has written for publications including Bookforum and Artforum, and is the creator of the invitation-only newsletter Opulent Tips."
Real Fashion For the Era of Fake Trends,"After a legal battle lasting almost three-years, Britain’s Mail on Sunday has finally admitted defeat and printed a front-page legal notice accepting Duchess Meghan’s court win.The tabloid’s December 26 edition features the court-ordered headline confirming the Duchess of Sussex’s May victory, which saw judge Lord Justice Warby order publisher Associated Newspapers to pay out damages and £1.5 million ($1.88 million) in legal costs after publishing a number of extracts from a private handwritten letter she had sent to her father in 2018.""The Duchess of Sussex wins her legal case for copyright infringement against associated newspapers for articles published in The Mail on Sunday and posted on Mail Online,"" the Boxing Day edition’s cover-line reads, adhering to the font size and appearance dictated by the British High Court in the summer.More From Harper's BAZAARThis content is imported from twitter. You may be able to find the same content in another format, or you may be able to find more information, at their web site.The Mail on Sunday have accepted defeat and printed a front page notice following Meghan, Duchess of Sussex winning her legal case against the paper in May for invasion of privacy and copyright infringement. A large payout will follow in due course. pic.twitter.com/6r2a05j1hG— Omid Scobie (@scobie) December 25, 2021 Inside the paper features a report of the summary judgment, which was delivered to the Mail six-months prior to their failed attempt at appealing the ruling in the U.K.’s Court of Appeals. ""Following a hearing on 19-20 January 2021, and a further hearing on 5 May 2021, the Court has given judgment for The Duchess of Sussex on her claim for copyright infringement,"" the statement read. ""The Court found that Associated Newspapers infringed her copyright by publishing extracts of her handwritten letter to her father in The Mail on Sunday and in Mail Online. Financial remedies have been agreed."" Payments from the paper to Meghan—who still plans to make donations to anti-bullying charities—will be made in due course.This content is imported from twitter. You may be able to find the same content in another format, or you may be able to find more information, at their web site.Tucked away in the top left corner of page three is the court-ordered “short report” the Mail on Sunday were required to print following Duchess Meghan’s High Court win in May. In his judgement summary, judge Lord Justice Warby dictated the exact wording and font size to be used. pic.twitter.com/xHdvqEjJz0— Omid Scobie (@scobie) December 25, 2021 While the publisher had hoped for their admission to fly under the radar on one of the quietest newspaper-buying days in the British media calendar, the internet was quick to pick up on the public defeat. Within hours #MeghanMarkleWon trended across Twitter, with over 25,000 tweets in the U.S. carrying the hashtag at the time of this article being published.Memes mocking up the tabloid paper’s front page featuring images of the duchess also made the rounds as well as tweets linking to the publisher's online post, which was legally required to link to the full court judgements.This content is imported from twitter. You may be able to find the same content in another format, or you may be able to find more information, at their web site.#MeghanMarkleWon but the FailOnSunday tried to hide the front page statement the judge ordered them to print as a footnote on a low circulation day …So the #Sussexsquad created alternative front pages …#MeghanMarkle #MeghanMarkleWonAgain pic.twitter.com/iifFm34T3g— Anna 🌸 (@anna_itsonlyme) December 26, 2021 Following a court ruling earlier this year The Mail on Sunday and MailOnline had breached Meghan’s privacy with five articles that reproduced large swaths of the letter she sent to father Thomas Markle, the publisher fought back in the Court of Appeals. But on December 2, three judges dismissed the paper’s argument, adding that ""the Duchess had a reasonable expectation of privacy in the contents of the letter. Those contents were personal, private and not matters of legitimate public interest.""Speaking out after her win, Duchess Meghan called the double court win ""a victory not just for me, but for anyone who has ever felt scared to stand up for what’s right."" Alongside a subtle mention of the tabloids often-used nickname on social media, she added, ""The courts have held the defendant to account, and my hope is that we all begin to do the same. Because as far removed as it may seem from your personal life, it’s not. Tomorrow it could be you. These harmful practices don’t happen once in a blue moon—they are a daily fail that divide us, and we all deserve better.""Omid ScobieRoyal Editor at LargeOmid Scobie is BAZAAR.com’s Royal Editor at Large and has covered the lives and philanthropic work of the younger members of the British Royal Family for over eight years. As well as spearheading exclusive coverage of major royal milestones (including the weddings of both the Cambridges and Sussexes), Scobie has traveled extensively with Harry, Meghan, William and Kate on their engagements in the U.K. and around the world. As ABC News’s Royal Contributor, Scobie is a regular on Good Morning America and host of the network’s forthcoming podcast, The Heir Pod."
5 Jewelry Trends Worth Adding to Your Collection This Summer,"No one does glamour quite like Anya Taylor-Joy. So, to no one's surprise, The Queen's Gambit star looked incredible at the 73rd annual Primetime Emmy Awards in Los Angeles last night. For television's biggest night, the burgeoning star—styled by Paul Burgo—wore a pale-yellow, backless, vintage-inspired Dior Haute Couture halter gown and about $800,000 worth of dazzling diamond jewelry courtesy of Tiffany & Co. Tiffany and Co. Tiffany and Co.Taylor-Joy's gown for the evening was embellished with two of the luxury jeweler's Elsa Peretti Diamonds by the Yard platinum necklaces elegantly draped down the actress's back— a mesmerizing look that was inspired by classic movie stars from Old Hollywood's past. She also wore platinum diamond starburst earrings, a yellow sapphire and baguette diamond bracelet from the brand's Blue Book Collection, and two major statement rings: an over-17-carat yellow sapphire diamond and a stunning platinum vine-shaped ring.  Tiffany and Co.Tiffany and Co.The actress's breathtaking beauty look for the night was equally dramatic, with Taylor Joy opting for a matte complexion, flushed cheeks, neutral eye shadow, wispy lashes, and vibrant red lips. She wore her hair in a vintage-inspired, delicately styled bouffant, but added a modern, kitschy touch with a bright-yellow manicure as well. Taylor-Joy's red-carpet look was easily one of the standouts of the evening, winning over social media and best-dressed lists alike (including ours) for its fresh and timeless approach to red-carpet style and glamour.   Bianca BetancourtCulture EditorBianca Betancourt is the culture editor at HarpersBAZAAR.com, where she covers all things film, TV, music, and more. When she's not writing, she loves impulsively baking a batch of cookies, re-listening to the same early-2000s pop playlist, and stalking Mariah Carey's Twitter feed."
10 Hair Trends to Try for Summer 2022,"MoAna Luu has spent her professional life building brands, from designing boutique hotels to serving as chief content and creative officer at Essence. But after contracting Covid-19 in March 2020, Luu decided to refocus on a new brand-building effort—one that’s entirely her own. That project is ManLuu, a line of luxury jewelry paying homage to Luu’s Creole heritage—a blend of African, Indian, French, and Caribbean traditions—and Martinique’s long tradition of jewelry-making. ManLuu arrives today at Nordstrom for its official, 21-item debut following a soft online launch this summer. ManLuu is composed of gender neutral earrings, bracelets, and rings in 18k gold vermeil and sterling silver. Nods to Creole jewelry tradition emerge through ManLuu’s use of exaggerated geometric shapes and signature woven patterns (an octagonal hoop with webbed inlays here, a chunky beaded bracelet there). ""The craftsmanship is something that is so delicate, when you see it you know you have a precious piece already,"" Luu says.More From Harper's BAZAARSome of the designer's earliest introductions to Creole craftsmanship came from her grandparents’ jewelry store in Fort-de-France, Martinique, Luu tells BAZAAR.com. But ManLuu’s devotion to quality is inspired by even earlier references, dating back to the 17th and 18th centuries. At that time, Black people could not become property owners, so they invested in gold jewelry heirlooms to pass down among generations. Luu says that ManLuu shares the power of this story, one that many people may not know, through each piece.MoAna Luu at the ManLuu atelier in New York City.ManLuuManLuu’s interpretation of heirloom jewelry had resonated long before this week’s Nordstrom launch. Gwyneth Paltrow, Mary J. Blige, and Maye Musk are a few of its early fans. Cardi B. even wore ManLuu bangles to announce her second pregnancy earlier this year—a special stamp of approval for the brand, Luu tells us. Joining forces with a large retailer like Nordstrom is, in some ways, even more significant than those celebrity endorsements. ""As a Black female designer and founder, I believe it's important that heritage brands welcome new creators and support them taking their place in the luxury market,"" Luu explains. ""This is a big step, not just for me, but for all of us.""While ManLuu's approach to luxury references centuries-old jewelry traditions, its use of eco-friendly materials is thoroughly 2021. Many pieces are crafted with recycled metals; later on, ManLuu will also incorporate lab-grown diamonds. Luu couldn't imagine starting a new label without incorporating conscious design techniques: “Sustainability is something that, today, is mandatory in any business."" By balancing meaningful history with modern design, ManLuu is an alternative to the throwaway jewelry sold, well, nearly everywhere. “Fast fashion was nice,” Luu says, “but now it’s time for pieces you want to keep.” And one day, pass down.Shop Manluu at NordstromManLuu Cane Hoop Earrings$770 at NordstromCredit: NordstromManLuu Classic Beaded Necklace$2,650 at NordstromCredit: NordstromManLuu Open Ring$600 at NordstromCredit: NordstromManLuu Cane Cuff Bracelet$2,800 at NordstromCredit: NordstromManLuu Cane Maxi Ring$370 at NordstromManLuu Beaded Bracelet$900 at NordstromCredit: NordstromManLuu Ear Jackets$1,000 at NordstromCredit: NordstromManLuu Cane Hoop Earrings$570 at NordstromCredit: NordstromManLuu Embossed Ring$650 at NordstromCredit: NordstromManLuu Long Beaded Necklace$4,200 at NordstromCredit: NordstromManLuu Cane Maxi Ring$470 at NordstromCredit: NordstromManLuu Beaded Bracelet$1,100 at NordstromCredit: NordstromHalie LeSavageHalie LeSavage is the fashion commerce editor at HarpersBAZAAR.com, where she covers everything from emerging designers to viral products to must-shop sales events. Halie joins the team from Morning Brew, where she was the founding writer of its first retail newsletter, and Glamour, where she covered style. Halie has been featured as a commerce expert for several speaking engagements at brands including the NASDAQ, Shopify, and the NFL. In her spare time, Halie writes an invite-only book-recommendations newsletter, spoils her puppy, Dolly, and orders way too many products from her Bazaar stories."
The 27 Best Closet and Jewelry Organizers for Decluttering Your Space,"No one can take a time-out from the Y2K fashion revival. Not even our iPhones. Like bucket hats and platform flip flops before them, phone straps of the early aughts variety are having a renaissance. Think of these attachable lanyards like the camp jewelry trend, but for your phone. The plainest phone straps start with rainbow-colored resin beads and get kitschier from there. Entire indie brands are dedicated to beaded phone straps, with String Ting, GriGri, and Hang On credited in mirror selfies across Instagram. Established accessories players are catching on, with versions appearing at Roxanne Assoulin and Lele Sadoughi. View full post on InstagramAlex Bass, founder at phone strap seller Hang On, says Y2K nostalgia is a big part of her brand. Hang On’s aesthetic harkens back to the days when cell phones were a novelty and personalizing them was a compulsion—the more glitter, the better. In Bass’s case, she stuck “stickers and rhinestones on every square centimeter of the phone, à la Carrie Bradshaw.”More From Harper's BAZAARBut there’s more to the phone strap trend than 2000 calling to give our lucky charms back,  String Ting founder Rachel Steed-Middleton tells BAZAAR.com. “The ‘smartphone-is-my-life’ way of being is more current and of the times, so this is really a very new and modern-day category of accessorizing,” she says.  Shop Phone StrapsString Ting Ting de la Mer Wristlet Phone Strap£55 at String TingCredit: String TingGriGri Beads Chill Out Phone Strap$35 at GriGri BeadsCredit: GriGri BeadsGelareh Mizrahi Rainbow Bright Phone Strap$23 at ShopBopCredit: ShopbopLele Sadoughi Pearl Crossbody Phone Chain$2,022 at Lele SadoughiCredit: Lele SadoughiLauren Rubinski Love Beaded Phone Strap$115 at NordstromCredit: NordstromHang On Fancy Pants Phone Lanyard$13 at Hang OnCredit: Hang OnRoxanne Assoulin In The Mix Phone Charm$60 at Roxanne AssoulinCredit: Roxanne AssoulinIsysuii Beaded Phone Lanyard Wrist Strap$7 at AmazonCredit: AmazonProsConsBrands like String Ting are definitely chicer than using ‘Find My iPhone.” And they go a step beyond practicality: Steed-Middleton says that clients often tag the brand on social media to show off entire outfits revolving around its phone straps. Kendall Jenner, Gigi Hadid, and Kaia Gerber have all been spotted with String Tings dangling from their phones.“Being more connected to our devices naturally makes us think about what they look like and how we can personalize them,” Bass agrees. “With Hang On, we’ve tried to capitalize on this trend but also reshape its narrative.” The brand offers two-for-one discounts on its charms—to encourage shoppers to buy one for a friend, and remind them to stay in touch. Halie LeSavageHalie LeSavage is the fashion commerce editor at HarpersBAZAAR.com, where she covers everything from emerging designers to viral products to must-shop sales events. Halie joins the team from Morning Brew, where she was the founding writer of its first retail newsletter, and Glamour, where she covered style. Halie has been featured as a commerce expert for several speaking engagements at brands including the NASDAQ, Shopify, and the NFL. In her spare time, Halie writes an invite-only book-recommendations newsletter, spoils her puppy, Dolly, and orders way too many products from her Bazaar stories."
9 Micro Trends from New York Fashion Week,"Thanks to an early passion for vintage fashion, jewelry designer Pamela Love knows her way around sartorial classics. For her, shopping isn't just about finding things that are aesthetically pleasing; instead, she looks for elegant pieces with eye-catching details and rich backstories. ""Finding a great vintage item is like winning the lottery. It's completely unique and special and has a story behind it,"" she says. Here, Love takes us on a vintage shopping excursion at Brooklyn's Amarcord, explaining what she's always hunting for and why clothing can sometimes take a backseat to stunning jewelry.From: ELLE US"
25 Minimalist Jewelry Finds You Can Buy on Amazon,"Katie Kova is petite, quietly spoken, and very chic (think simple, understated style that conveys a quiet sort of elegance). Her newly launched fine jewelry label, Kova, follows in much the same vein. ""My jewelry is 100% wearable, stackable, mixable, and day-to-night viable,"" she says. ""I wear it with a T-shirt and flats and with a cocktail dress and stilettos.""Inspired by the 20th-century Russian art movement Suprematism (invented by Russian artist Kazimir Malevich, it was one of the earliest and most radical developments in abstract art), Kova's pieces possess the same sort of graphic, linear construction and minimalist feel as her favorite artworks. An ear cuff features circles and zig zag lines embedded with dozens of black and white pave diamonds, while a pair of triangular earrings have slight differences in each side. ""At Kova we see jewelry as a form of wearable creation,"" she says. ""We begin with analysis, researching shapes, lines, concepts, references, textures, inspirations, fits, and even variable degrees of shine—that´s how nerdy we can be. It´s all about the conceptual and creative challenges of launching a line that's cohesive, unique, and by all means; beautiful."" Sally GriffithsFor the Moscow-born, London-based designer, jewelry wasn't her first calling. Rather, she studied business before leaping into the world of accessories. ""I always knew that I´d start my own project and that it would be a creative one. Even when I was studying business I was interested in architecture and design,"" she explains. ""Jewelry is my true passion. The minute my grandfather gave me my first piece of jewelry when I was 14, I became an ad hoc jewelry researcher. Kova is the result of that informal education and my very formal business studies."" And while her homeland provides much of the inspiration, Kova's London base also delivers plenty of influences. ""Russia gave me a vast cultural legacy: The unparalleled graphic influence of artists Rodchenko, Malevich, and Kandinsky—to name just three. London on the other hand stimulated my creativity as an individual. It´s a city of creativity, talent, and brains that has made my vision so much more versatile.""More From Harper's BAZAARHer sculptural, minimalist pieces are also a step away from traditional fine jewelry, especially those that she grew up around. ""In Russia, fine jewelry is passed from generation to generation so it´s highly valued. Collecting fine jewelry has been a tradition in my family for generations. My favorite piece is the Tiffany & Co. bracelet that my grandfather gave me when I was 14. I still wear it all the time. It's not about trends, it´s about design integrity and the best stones."" In a rapidly changing accessories market, Kova's pieces personify a new approach to fine jewelry—unlike traditional fine jewels there's no need to keep them locked in a vault or only worn on special occasions. ""Women today understand fine jewelry as a wearable accessory rather than just an investment,"" agrees Kova. Her own personal approach to fashion and style is indicative of the change. ""I am not a girly girl but I´m not masculine either. I appreciate femininity but not in its literal instance. You won´t see me in ruffles and bows, you'll see me in pieces that are understated and elegant. I love wearing clothes that empower you, that give you confidence.""Read more from Tara from PROFYLES.com."
All the Spring 2022 Makeup Trends We Can't Wait to Wear,"Make like the eternally chic Parisian woman by slipping into a laced-up top, opting for flats and embracing the perfectly undone. For finishing touches, skip the bike and baguette in favor of an insouciant attitude. Alyssa SurrettSocial Media & Partnership Manager, ShopBAZAARAlyssa Surrett is the Social Media & Partnerships Manager at Harper's BAZAAR, where she writes about the latest trends and where to buy them. She began her career at Marie Claire, and went on to Rent the Runway before joining the team at BAZAAR. When she's not shopping online, she is an accessories enthusiast, Tennessee football fan, Pure Barre addict and Bloody Mary connoisseur."
The Best Nail Trends for Spring 2022,Media Platforms Design Team
The Top 9 Spring 2022 Shoe Trends to Shop Now,"Subtle metallic elements have given way to a full metal moment at Resort 2014. In a periodic table for the style set, solid gold, sterling silver and a liquid bronze have proven statement making on a treated linen suit at Acne, a t-shirt dress at Gucci and trousers and top at Altuzarra, respectively. It's a head-to-toe story with a tactile feel that's fresh. In other words, these designers are proving their metal.Kerry PieriDigital Fashion/Features DirectorKerry Pieri is Harper's Bazaar's Digital Fashion/Features Director. Kerry oversees the fashion vertical for BAZAAR.com, including launching digital covers, styling celebrity features, and managing recurring features including Brand Watch and My Life in Three Looks. In addition, Kerry edits the “best of” each season, from shoes to bags, denim and coats, and is consistently looking for shifts in the fashion realm to lend a voice. Kerry formerly served as the Editorial Director of StyleCaster.com and as a producer at Full Frontal Fashion. She lives in New York with her husband Steve, and baby girl Lila Sky."
Duchess Meghan Trends Online After Daily Mail Publisher Finally Acknowledges Court Defeat,"Top row, left to right: Gianfranco Ferre, Etro, Akris; Bottom row: Michael Kors, Zac Posen, CacharelFrom slicked-back locks and brick-red lips to metallic eyes and towering updos, we combed through backstage photos to identify all the season's top trends, plus tips on how to wear them. See all the beauty trends here."
16 Pieces of Jewelry That Make Excellent Gifts,"True American fashion has its heart in well-designed solids with a preppy bent. Classicsilhouetteswith stripes, whether it's a subtle pinstripeor a standout Breton,creates atimelesstailored look.Embrace chic, easy pieces and then mix it up with a statement shoe. It's a recipe for pull-together charm.Kerry PieriDigital Fashion/Features DirectorKerry Pieri is Harper's Bazaar's Digital Fashion/Features Director. Kerry oversees the fashion vertical for BAZAAR.com, including launching digital covers, styling celebrity features, and managing recurring features including Brand Watch and My Life in Three Looks. In addition, Kerry edits the “best of” each season, from shoes to bags, denim and coats, and is consistently looking for shifts in the fashion realm to lend a voice. Kerry formerly served as the Editorial Director of StyleCaster.com and as a producer at Full Frontal Fashion. She lives in New York with her husband Steve, and baby girl Lila Sky."
The 6 Biggest Hat Trends of The Season,"Good news: your loungewear is officially street style-approved. Try the trend from head-to-toe with sateen separates by Olivia Von Halle or ease into the pajama party by pairing a lingerie-inspired top by Dolce and Gabbana with simple denim. Either way, finish with simple heels and an eye-catching clutch for a seriously chic ensemble. Beauty sleep hasnever looked this good…Head to ShopBAZAAR for more of the trend we are loving this week.More From Harper's BAZAARAlyssa SurrettSocial Media & Partnership Manager, ShopBAZAARAlyssa Surrett is the Social Media & Partnerships Manager at Harper's BAZAAR, where she writes about the latest trends and where to buy them. She began her career at Marie Claire, and went on to Rent the Runway before joining the team at BAZAAR. When she's not shopping online, she is an accessories enthusiast, Tennessee football fan, Pure Barre addict and Bloody Mary connoisseur."
